Date,Open,High,Low,Close,Volume
3/24/2021,13.13056204,13.13852213,12.61699332,12.62313789,246018646.3
3/25/2021,12.47999231,12.69489527,12.25264963,12.51547883,295360033.3
3/26/2021,12.53457852,12.83600903,12.35409696,12.81902321,364234594
3/29/2021,12.80003892,13.04191937,12.68005645,12.92793173,273719777.3
3/30/2021,12.82183824,12.95487665,12.68505302,12.85166327,200349270
3/31/2021,12.99532593,13.4497446,12.96202025,13.32736385,315007017.3
4/1/2021,13.55107609,13.84854307,13.49012693,13.79050873,308500320
4/5/2021,13.84621175,13.99225552,13.7117243,13.96594448,255858415
4/6/2021,13.97808382,14.03227136,13.75239021,13.84021624,191885413.3
4/7/2021,13.85935022,14.22099623,13.69040888,14.12174689,251467851
4/8/2021,14.23047247,14.44897248,14.22659201,14.29453529,244593874.3
4/9/2021,14.19168831,14.38542582,14.15305447,14.3774324,195313861.7
4/12/2021,14.26740818,15.32783419,14.11726754,15.18505434,869957875.7
4/13/2021,15.20770165,15.6750424,15.10200691,15.65439285,676706063
4/14/2021,15.60017259,15.69535923,15.20370569,15.2525977,385782964
4/15/2021,15.63743907,16.18856,15.60679834,16.11165799,598917798.3
4/16/2021,16.02758052,16.1402697,15.8399879,15.88709855,335452642
4/19/2021,15.51191291,15.78228577,15.20903387,15.33734258,404714198
4/20/2021,15.29874214,15.47227985,14.93942753,15.14730303,334376840.3
4/21/2021,15.09501311,15.33782569,15.07836043,15.33582742,216935088.3
4/22/2021,15.3504821,15.41406236,14.7602777,14.8267386,277989828
4/23/2021,14.91066778,15.31048199,14.87669646,15.24115716,227847895.3
4/26/2021,15.16114142,15.45429493,15.10115823,15.45329564,197941249
4/27/2021,15.55354455,15.64573412,15.32983228,15.3573262,164692922
4/28/2021,15.34015769,15.50740056,15.19171583,15.25244775,209569157
4/29/2021,15.37539495,15.41169769,15.0478703,15.30040812,173322871.7
4/30/2021,15.15045022,15.34049034,14.97336539,14.98598819,202058256.7
5/3/2021,15.10115873,15.22287333,14.76427501,14.81341696,204060890
5/4/2021,14.61435019,14.61483326,13.98844235,14.32865644,405620702.7
5/5/2021,14.68567288,14.79025222,14.36510904,14.43564957,292236742.7
5/6/2021,14.47243603,14.54840575,14.19571859,14.50026278,193521917.3
5/7/2021,14.78477444,14.94727141,14.6488887,14.78877099,229495116.3
5/10/2021,14.76379122,14.78259224,14.22762492,14.2434617,269100352.7
5/11/2021,13.80361428,14.33232029,13.72871053,14.28372758,285793581
5/12/2021,13.98792496,14.23776498,13.6879269,13.73703551,303630578
5/13/2021,14.01205567,14.05898324,13.43808735,13.64396457,285828438.3
5/14/2021,13.8684934,14.30552625,13.72737849,14.22066414,258804297
5/17/2021,14.13506835,14.1472414,13.8322563,14.14372792,216975106.3
5/18/2021,14.2446104,14.3815787,13.98226398,13.99410421,186390922.7
5/19/2021,13.54523026,14.05746716,13.52209987,14.04399532,344250928.7
5/20/2021,14.27988026,14.66054421,14.24827388,14.5895206,321826930
5/21/2021,15.13997474,15.19804273,14.84583817,14.96825225,673483750
5/24/2021,15.18838455,15.72000505,15.15211514,15.58718336,555221603.3
5/25/2021,15.74098717,15.7932431,15.45762486,15.62296964,435725379
5/26/2021,15.70919776,15.76881448,15.56138854,15.67504305,370709771.7
5/27/2021,15.67489334,15.72500125,15.43534429,15.46328745,581900348.7
5/28/2021,15.47627649,16.25162568,15.47627649,16.21868635,645006689.7
6/1/2021,16.2442996,16.36225047,15.87795669,16.23897061,473148873.3
6/2/2021,16.2264955,16.89230358,16.20969276,16.75178767,594601874.3
6/3/2021,16.67452102,17.23200333,16.55686964,16.94319529,580431007.7
6/4/2021,17.08545711,17.63349741,17.06880526,17.55078397,617571154.7
6/7/2021,17.54372553,17.78453973,17.16590939,17.59156837,576175944.3
6/8/2021,17.49982917,17.59426676,17.22401038,17.42970485,324083806
6/9/2021,17.49117333,17.55027815,17.23150466,17.33369291,381906646.7
6/10/2021,17.32551608,17.46734131,17.15171538,17.4003919,287959202.7
6/11/2021,17.45501636,17.91391647,17.41922712,17.80006989,416580073
6/14/2021,17.88079209,18.0142901,17.6379941,17.99352256,321585078.3
6/15/2021,17.88978684,17.99082627,17.70302919,17.76328284,243189937.3
6/16/2021,17.76576281,17.92957105,17.55956956,17.7850809,307323971.3
6/17/2021,17.74965709,18.80864879,17.73115449,18.63106768,810184858.3
6/18/2021,18.75772323,19.34790619,18.55797535,18.61271712,969488667
6/21/2021,18.40930496,18.51037836,17.79767184,18.40131125,672822553
6/22/2021,18.44576265,18.93730449,18.36012755,18.86039596,580524554
6/23/2021,18.98120153,19.1260912,18.88137759,19.03049698,332574104.7
6/24/2021,19.20096934,19.39287265,19.06144175,19.17880258,321132863.3
6/25/2021,19.25341102,19.31866168,18.86783854,19.00436768,278547375
6/28/2021,19.33416735,20.05055433,19.29204965,19.95687575,495760408
6/29/2021,19.85431895,20.07057068,19.62959071,19.99869267,367873716.7
6/30/2021,19.9709802,20.13390582,19.83585011,19.97419443,326780399
7/1/2021,20.09666825,20.42691588,19.99084871,20.18353527,480449328.7
7/2/2021,20.41104331,20.4760273,20.25929278,20.45789073,343410419.7
7/6/2021,20.70790135,20.81212168,20.3215467,20.66863121,446999907.3
7/7/2021,20.82377967,20.84509651,20.30344376,20.34319653,418701204.7
7/8/2021,19.82833932,20.10462827,19.67340789,19.87482055,503628992
7/9/2021,19.93422474,20.05185175,19.72663338,20.02197438,296817155.3
7/12/2021,20.21151457,20.5036747,20.15940441,20.48317398,322195135.7
7/13/2021,20.37162516,20.43209587,20.08571041,20.2215067,290897044
7/14/2021,20.32917428,20.3891284,19.72533534,19.81401737,380348107.7
7/15/2021,19.78425722,19.81934694,18.83226646,18.93960102,550924457
7/16/2021,19.0037018,19.13027182,18.04759779,18.13546386,688673344
7/19/2021,17.8899679,19.01532582,17.84052204,18.75357595,749549181
7/20/2021,18.70376278,18.81164709,18.13846068,18.58591934,434971031
7/21/2021,18.85321643,19.49979192,18.71575662,19.38288085,371259950.7
7/22/2021,19.61467056,19.85898357,19.24908233,19.56674035,324037812
7/23/2021,19.62875915,19.6725925,19.22310173,19.53076728,195799989
7/26/2021,19.28405533,19.41485506,18.88749068,19.26706821,204076525.7
7/27/2021,19.2380905,19.59471865,18.71475629,19.18113418,249025517
7/28/2021,19.29211598,19.61863342,18.96839634,19.47580914,202323380.3
7/29/2021,19.49179626,19.82500899,19.30100845,19.63462117,190905724.3
7/30/2021,19.3908737,19.60267883,19.23609218,19.47181242,183617356
8/2/2021,19.67259127,19.93289232,19.33398265,19.72248626,217586232
8/3/2021,19.7125277,20.19352727,19.19312371,19.78740415,302008244.3
8/4/2021,19.96187183,20.28942231,19.80039502,20.24548895,231460576.7
8/5/2021,20.47084876,20.70323785,20.31336882,20.6073441,211573564.7
8/6/2021,20.49483135,20.54042948,20.18153686,20.3373514,178613503.3
8/9/2021,20.41692435,20.47884388,20.11462201,20.26643969,146538859.3
8/10/2021,20.29341658,20.40093423,19.80688716,19.90794412,179355109
8/11/2021,20.0147954,20.020791,19.4028628,19.67159088,186046504
8/12/2021,19.84199558,20.00084061,19.59271938,19.87696887,151891059.7
8/13/2021,19.87696831,20.18546623,19.82334251,20.15955238,183182669.7
8/16/2021,20.10662742,20.25844509,19.42584661,19.92190186,211198657.3
8/17/2021,19.65760233,19.7424379,19.2400877,19.43084218,204718745
8/18/2021,19.47281279,19.60624431,18.97339366,19.01333016,286100358.3
8/19/2021,19.46648208,20.46588661,18.73573962,19.77041743,767056299.3
8/20/2021,19.9628687,20.83513632,19.90494667,20.78614039,676183238.3
8/23/2021,20.94095618,21.96570751,20.91997221,21.92673737,576183391
8/24/2021,21.72192899,21.92773853,21.50422826,21.76186486,297493415.3
8/25/2021,21.70594108,22.43811597,21.69098604,22.18141175,347928462
8/26/2021,22.16841974,22.30827954,21.7588655,22.03658699,238095924
8/27/2021,22.15243334,22.68972352,22.13544622,22.60382222,304921460
8/30/2021,22.79757407,23.01031158,22.51892018,22.65578218,262751697.7
8/31/2021,22.6654412,22.6654412,22.09111258,22.3558927,260004472.7
9/1/2021,22.45568849,22.66740605,22.32774509,22.41178589,201887088
9/2/2021,22.48863242,22.56351327,22.26578937,22.36688496,188129698.3
9/3/2021,22.29593479,22.95603641,22.17105602,22.81320375,280899161
9/7/2021,22.80324584,22.86913276,22.49309757,22.63246623,198225043.7
9/8/2021,22.48363555,22.58050071,21.9483454,22.30992464,254585591
9/9/2021,22.28294401,22.50858504,22.1021047,22.1480722,196973184.3
9/10/2021,22.31935048,22.59648827,22.24097229,22.44875941,248523662.7
9/13/2021,22.65444793,22.93405126,21.82942873,22.12308886,297677022.3
9/14/2021,22.24596974,22.38080822,22.05720292,22.21299327,199873640
9/15/2021,22.27994628,22.33790568,21.937354,22.31192364,166637136.7
9/16/2021,22.15456808,22.24796861,21.89838126,22.21299327,156126159
9/17/2021,22.27095252,22.29193772,21.8014499,21.87140058,294678187.7
9/20/2021,21.11826393,21.40492901,20.63487119,21.08528746,349648323.7
9/21/2021,21.38877276,21.39693361,20.92253481,21.21819317,204809908.3
9/22/2021,21.33784158,21.93135716,21.16822776,21.91237082,268885683
9/23/2021,22.11109821,22.50545394,21.86140733,22.45272471,248702892
9/24/2021,22.04121451,22.12009245,21.83242826,22.05220667,217784878.3
9/27/2021,21.68210039,21.77047137,21.297105,21.63170247,245361046.7
9/28/2021,21.18605109,21.39094026,20.62387973,20.6718461,343273199.7
9/29/2021,20.91237425,20.98948665,20.44043972,20.49037161,218523745.7
9/30/2021,20.74122959,21.03838682,20.66085254,20.68879948,221140634
10/1/2021,20.72277427,20.83166404,20.17705866,20.71478009,241121431.3
10/4/2021,20.47738238,20.51528903,19.52991654,19.70669209,345840736.7
10/5/2021,19.92440573,20.62088158,19.82850634,20.42445327,279448029.7
10/6/2021,20.09418522,20.69279613,20.05424638,20.67284401,297378764
10/7/2021,21.06430033,21.29410573,20.94451841,21.04737952,257071877.7
10/8/2021,21.07329497,21.17822099,20.74775748,20.80368469,151347976
10/11/2021,20.54796553,21.0353887,20.48437685,20.66784746,163484938.7
10/12/2021,20.80051942,21.02942508,20.50136398,20.6438633,162230191.3
10/13/2021,20.8906244,20.96250727,20.68583524,20.91154293,180759463.7
10/14/2021,21.26013088,21.72653551,21.09428081,21.71754222,243733867.3
10/15/2021,21.78146252,21.90237753,21.63370033,21.83342597,227129125.7
10/18/2021,21.72053985,22.26195866,21.61571321,22.1930071,189606520.3
10/19/2021,22.24697018,22.34989798,22.00827209,22.26096095,161569316.3
10/20/2021,22.27578366,22.40379375,21.95334412,22.07419247,146363020
10/21/2021,22.0681949,22.68139657,22.05420476,22.66244293,187701873.3
10/22/2021,22.79325265,23.0999032,22.53157049,22.69638748,249532311
10/25/2021,22.94304554,23.32467692,22.74028859,23.13587676,230371928.3
10/26/2021,23.95789891,25.22633939,23.89294443,24.68501992,486187438
10/27/2021,24.44229002,25.05755659,24.25055793,24.41937263,246136358.7
10/28/2021,24.84580632,24.91772252,24.49122276,24.90872859,234343617
10/29/2021,24.96818769,25.67578994,24.96768858,25.53402305,292676995.7
11/1/2021,25.61583075,25.86059145,25.19439387,25.79363875,265898037.3
11/2/2021,25.78864307,26.64334083,25.76665812,26.36700213,294287340
11/3/2021,26.63537799,26.7491646,26.20118408,26.56346179,240053020
11/4/2021,27.18535204,31.32434341,27.08279674,29.76227686,1154317765
11/5/2021,30.14777378,31.35932063,29.37175333,29.71337983,851766841.7
11/8/2021,30.10980077,31.05969881,29.86807074,30.7641071,503400418.7
11/9/2021,32.24026767,32.26791461,29.92499734,30.61724301,647131119.7
11/10/2021,29.31778972,30.81003892,28.74042917,29.42071686,636584517.7
11/11/2021,30.42847663,30.55029076,29.73829584,30.35053113,332369800.3
11/12/2021,29.97096528,30.64022753,29.59146545,30.35053113,413300071
11/15/2021,30.51231571,30.6042507,29.20886663,29.98595283,385138121.3
11/16/2021,29.72037415,30.35052997,29.66737761,30.16372804,264641228.7
11/17/2021,30.37851033,30.46938018,28.76238141,29.22285739,428763071.3
11/18/2021,32.32483956,32.71732911,31.28040797,31.63395906,782176174.3
11/19/2021,32.20132839,33.04496797,31.86373294,32.94210684,534184576
11/22/2021,33.47339864,34.60207111,31.85873608,31.91466329,754784174.3
11/23/2021,31.49409201,32.31784548,30.84001903,31.70491046,532479578
11/24/2021,31.42024263,32.8122287,30.8879838,32.63145607,435421222.7
11/26/2021,32.55754152,32.66743104,31.3093545,31.46211353,283237421
11/29/2021,32.32384006,33.36857037,31.99460485,33.33262926,455234817
11/30/2021,33.12590775,33.30971233,31.82279266,32.63345443,622436618
12/1/2021,33.17902766,33.24891452,31.34194506,31.39690872,485593333.7
12/2/2021,31.17611973,32.43831559,30.98737792,32.08714841,473152372.7
12/3/2021,31.96126719,32.09014894,30.09340576,30.65579999,544626817.3
12/6/2021,29.84367166,30.20426586,28.00382559,30.00050149,659303623.7
12/7/2021,30.91949345,32.40937197,30.61382893,32.38738549,593382107
12/8/2021,31.96026905,32.2505764,31.38291827,31.78745021,475814956.7
12/9/2021,31.69554348,32.16599898,30.39107542,30.45296777,488777943.3
12/10/2021,31.11216562,31.26702984,29.82468628,30.16129635,489096061.3
12/13/2021,30.21226117,30.25723139,28.08177377,28.12667732,598675499.3
12/14/2021,27.66518428,28.64306912,27.21674858,28.30256181,667405052.7
12/15/2021,28.36545329,30.4629623,27.80405883,30.42205601,698684054.7
12/16/2021,31.11416256,31.12215707,28.05878908,28.35246056,707758137
12/17/2021,27.95089492,28.8867743,27.72614385,27.76708348,716064883
12/20/2021,27.27171043,28.10972085,27.11188314,27.68516933,462102894
12/21/2021,28.33947019,29.08457609,27.36761427,29.03963921,524675658.7
12/22/2021,28.85579358,29.51908687,28.41441929,29.36428933,395403344
12/23/2021,29.71892135,30.02245358,29.39526952,29.60399761,343211978.7
12/27/2021,29.62398498,31.04880635,29.60399808,30.90750035,403909720.7
12/28/2021,31.27402335,31.29197797,29.97545085,30.28517927,420824306
12/29/2021,30.23574548,30.5108965,29.3303125,29.96452524,343329423.7
12/30/2021,29.79074096,30.4200573,29.50409817,29.5500342,309035369
12/31/2021,29.63797547,29.9935066,29.29520256,29.37528287,266677697.7
1/3/2022,29.77874759,30.67378729,29.7488339,30.08441145,392335156.7
1/4/2022,30.24024284,30.43104964,28.31452023,29.25436351,527446513.3
1/5/2022,28.91375508,29.38027936,27.49939366,27.57027967,498340045
1/6/2022,27.60625503,28.40342647,27.03196968,28.14366531,454438052.3
1/7/2022,28.10672612,28.38744003,27.02397699,27.21375131,410165935.3
1/10/2022,26.54855618,27.43546803,25.61247687,27.36661367,595010667
1/11/2022,27.28953242,28.03080772,26.8061533,27.78307165,404313218.3
1/12/2022,28.03264041,28.5601906,27.57427792,27.96485249,383625887
1/13/2022,28.34479932,28.44536569,26.46561195,26.54256146,539601138.7
1/14/2022,26.27451192,27.16378483,26.17833815,26.90905339,396051693
1/18/2022,26.22823649,26.60548615,25.73876118,25.87163954,425196575.3
1/19/2022,26.0474904,26.51098261,25.02160394,25.0365938,488585384
1/20/2022,25.27333761,25.54805531,24.04868253,24.120635,435422068.7
1/21/2022,23.47842803,24.79292292,23.2347565,23.34558299,719356461.7
1/24/2022,22.30284099,23.3515785,20.86249642,23.343584,915708789.3
1/25/2022,22.51849845,22.91503589,21.97322695,22.29684546,664984709
1/26/2022,23.2117707,24.0277626,22.27285991,22.74421393,756377902.7
1/27/2022,23.53938724,23.96583772,21.64854077,21.91726291,573670664.3
1/28/2022,21.98525058,22.83012368,21.26999171,22.81213572,544075643.3
1/31/2022,23.15380951,24.47923096,23.02392924,24.45627929,564992845.3
2/1/2022,25.07353682,25.11450978,23.86097412,24.60811231,519212808.7
2/2/2022,25.76271216,25.78569652,24.52316725,25.21137783,543720533.3
2/3/2022,24.4283302,25.04658661,23.75111287,23.91890133,410405257.7
2/4/2022,23.94288585,24.60511333,23.60334437,24.28952268,355025380
2/7/2022,24.34245355,25.15145008,24.17259948,24.698018,377076596.3
2/8/2022,24.32949654,25.19941965,23.95088104,25.07753388,410586244.3
2/9/2022,25.59102608,26.69239558,25.32227125,26.67240868,524572440.7
2/10/2022,25.96357935,26.89206272,25.56904087,25.79269216,513484316.3
2/11/2022,25.88463035,26.12037402,23.74411691,23.91989987,605807659.7
2/14/2022,23.90491275,24.84482276,23.72613104,24.2375589,440668441.3
2/15/2022,24.91873858,26.51258151,24.75394822,26.46261489,701513907.3
2/16/2022,26.22723704,26.54955637,25.52107185,26.47860306,733082394.7
2/17/2022,25.59898774,25.75375195,24.13562548,24.47723194,811044442.3
2/18/2022,24.63759153,24.95571447,23.07186397,23.61333819,761676964.7
2/22/2022,23.00694045,24.03472524,22.97196369,23.3615718,633773440.7
2/23/2022,23.77306436,24.12563071,22.27385896,22.3598015,566824923.3
2/24/2022,20.989344,23.77106555,20.86449348,23.71913331,736208662.3
2/25/2022,23.69218639,24.18759062,23.35257824,24.12763054,529158865
2/28/2022,23.9628399,24.63509418,23.67819542,24.3554461,477583356
3/1/2022,24.26154235,24.3474522,23.10384331,23.44844788,412284432.3
3/2/2022,23.72980804,24.38214573,23.38918143,24.1932932,389835763
3/3/2022,24.23493556,24.29919715,23.44311619,23.68786805,365276647.7
3/4/2022,23.35823576,23.65395631,22.45721533,22.91067381,432027058
3/7/2022,22.79181133,23.00758098,21.30647893,21.32843206,451045213
3/8/2022,21.28552461,22.34841311,20.62722369,21.49026707,557744469.3
3/9/2022,22.36240414,23.19443289,22.22248915,22.98859123,492987122
3/10/2022,22.50611836,22.76282934,21.85787811,22.63300837,428278745.7
3/11/2022,22.99658824,23.11948077,22.02174614,22.07564705,367391409
3/14/2022,21.84488694,22.23748211,21.13565063,21.30648023,385545860
3/15/2022,21.49426405,23.0125767,21.29848307,22.9476159,492240564
3/16/2022,23.47409691,24.56986571,23.14646257,24.46896029,671755845
3/17/2022,24.09335509,24.81458377,23.87961783,24.73869704,472175920.3
3/18/2022,24.77167699,26.53973824,24.59684993,26.42380813,731082251.7
3/21/2022,26.47777554,27.12208496,25.93840236,26.70453779,592021443.7
3/22/2022,26.69757595,27.20796693,26.04330647,26.49476588,547279202
3/23/2022,26.0972074,26.58234636,25.5468416,25.60570587,502369724
3/24/2022,26.13718296,28.28884459,25.8784396,28.11898087,877815575.3
3/25/2022,27.85527327,28.32678737,27.24094591,27.66142404,579304186.7
3/28/2022,27.72505239,28.21888629,27.17601853,28.18790502,425705622.7
3/29/2022,28.66298416,28.91406526,27.94915056,28.62440793,489227536
3/30/2022,28.27285383,28.464304,27.47267221,27.65942568,463717661
3/31/2022,27.75133828,28.21688921,27.2399487,27.25593862,523700551
4/1/2022,27.3448504,27.4656772,26.23802166,26.68258532,517492394
4/4/2022,26.69857551,27.52760602,26.58367859,27.32985931,397709732.7
4/5/2022,27.22395551,27.28891631,25.79149092,25.90242369,436832025.3
4/6/2022,24.90649628,25.27210765,23.97649365,24.3801487,704182876
4/7/2022,24.41409452,24.69475768,23.45211142,24.1813024,558269854
4/8/2022,23.89061216,23.8966087,23.03656356,23.09349544,525041824.3
4/11/2022,22.18950928,22.29537806,21.63611129,21.89285558,575493044.7
4/12/2022,22.51211457,22.69993392,21.25854112,21.48030668,662587529.3
4/13/2022,21.70400463,22.4751701,21.43133644,22.17854972,517200458.7
4/14/2022,22.48016652,22.75183551,21.13964647,21.23458869,569380041.7
4/18/2022,21.1766238,22.06368537,21.055697,21.75893734,525962272
4/19/2022,21.69600794,22.3484123,21.29052053,22.17355191,513035834.3
4/20/2022,22.49222589,22.64526649,21.17662392,21.45831961,469207594.3
4/21/2022,21.68521536,22.36736846,19.97798412,20.16070678,656535743.7
4/22/2022,20.28060073,20.4634234,19.47852067,19.49351138,625024071
4/25/2022,19.18080153,19.92301814,19.07493275,19.88007776,641884915
4/26/2022,19.69628896,19.76617979,18.64945702,18.76731889,653467604.3
4/27/2022,18.57750022,19.14582228,18.26978725,18.39467819,499708604.3
4/28/2022,18.94607803,20.01493047,18.46936719,19.76018457,570610540.3
4/29/2022,19.38058064,20.10610747,18.49661665,18.52659871,500683902.3
5/2/2022,18.5202691,19.55247638,18.37069342,19.51150173,572333387
5/3/2022,19.37858043,19.80315667,19.11190878,19.58045794,475987565.7
5/4/2022,19.90106538,20.37747621,18.73034167,20.31154952,649177548
5/5/2022,19.84509832,19.90306274,18.47962624,18.82321781,626642869.3
5/6/2022,18.71535122,19.49051421,17.97016966,18.65445456,633611871
5/9/2022,18.01410891,18.23480796,16.80840651,16.93129903,644775285.3
5/10/2022,17.66948388,18.17787579,17.00615294,17.5756742,761853029.3
5/11/2022,17.32789172,17.73341249,16.54973051,16.61165907,670500417.3
5/12/2022,16.20120731,16.76949601,15.54983582,16.15720042,709080848.3
5/13/2022,16.76949774,17.90850701,16.57438262,17.68647477,670770211.3
5/16/2022,17.4897259,17.76838998,17.08710343,17.24500738,521705412
5/17/2022,18.05408377,18.35070414,17.61461745,18.15692159,586121253
5/18/2022,17.68547443,18.09805761,16.84538404,16.91930568,545432270.3
5/19/2022,16.91830661,17.6674856,16.71556257,17.10509342,621618831
5/20/2022,17.31293235,17.3907848,15.7376543,16.67558541,739472890.7
5/23/2022,16.25607528,16.8963539,16.16119972,16.87936413,640207140.7
5/24/2022,16.49179909,16.57871302,15.76264113,16.13621444,588842809.7
5/25/2022,16.00229492,17.09210051,15.98234022,16.95624967,781520545.7
5/26/2022,16.01828525,18.07207299,16.00429375,17.83131925,997070468.3
5/27/2022,18.16591769,18.86016327,18.08006964,18.79027244,738746593
5/31/2022,18.95903474,19.17880187,18.32971669,18.65145511,664430059
6/1/2022,18.70335734,19.03209089,18.10205497,18.29976834,544784828.3
6/2/2022,18.27178475,19.59744737,18.17787508,19.57046359,648978572.3
6/3/2022,19.0606091,19.31089101,18.50131449,18.69936122,599076691.7
6/6/2022,19.11790756,19.31568762,18.54368892,18.76532116,422616263.3
6/7/2022,18.45164519,18.97902535,18.16791707,18.9051037,389107554.3
6/8/2022,18.78093411,19.16153028,18.51720882,18.63008194,363407408.3
6/9/2022,18.46323918,18.91476374,18.02364124,18.03063748,395742751
6/10/2022,17.58314309,17.67995786,16.85276753,16.95764513,465714593
6/13/2022,15.98456629,16.29633266,15.59101057,15.63195541,604411199.7
6/14/2022,15.71587708,16.05053106,15.39714781,15.8207877,469880200
6/15/2022,16.07951558,16.85176861,15.91070617,16.51108465,564176552.3
6/16/2022,15.84474131,15.92689765,15.38615386,15.58601338,545981794
6/17/2022,15.63295452,15.97960209,15.31322596,15.86473041,630603107.3
6/21/2022,16.45881364,16.99159465,16.39121645,16.55006479,483295178.7
6/22/2022,16.21041251,16.64597935,16.16447063,16.34427436,437896947
6/23/2022,16.50275559,16.56905359,15.83774569,16.20941343,463877695.3
6/24/2022,16.48413134,17.12348843,16.2943329,17.10949595,472354459.3
6/27/2022,17.29539764,17.31338788,16.60966466,16.8527679,428150645
6/28/2022,16.88375136,17.18545635,15.92969604,15.96664312,461819774.7
6/29/2022,15.79879963,15.80479628,15.15544442,15.52704516,482558130.7
6/30/2022,15.3462088,15.55203194,14.84774277,15.14445039,686362923.7
7/1/2022,14.88505613,15.04843484,14.3781276,14.50902398,577856667
7/5/2022,14.16134432,14.95668466,14.0414086,14.94968842,652215859.3
7/6/2022,14.99559652,15.30423107,14.77478129,15.11546556,529291801.3
7/7/2022,15.4407575,15.92969545,15.37415991,15.84274207,493113295.3
7/8/2022,15.41513786,16.02154629,15.3741597,15.82278606,468171651
7/11/2022,15.51105351,15.51205311,15.02354817,15.1374539,438219977.3
7/12/2022,15.25329156,15.41613766,14.86273432,15.0674912,458678813.3
7/13/2022,14.57598751,15.36016711,14.45105444,15.14944662,522141043.3
7/14/2022,15.09347774,15.45808224,14.71381449,15.35720304,456429666.7
