Date,Close,High,Low,Open,Volume
6/17/2024,130.9168854,133.6655603,129.517566,132.9259267,288504400
6/18/2024,135.5146637,136.2643023,130.6270209,131.076801,294335100
6/20/2024,130.7169647,140.6921502,129.4575775,139.7326215,517768400
6/21/2024,126.5089951,130.5670434,124.2400925,127.058733,649445800
6/24/2024,118.0530624,124.3999997,117.9830965,123.1805866,476060900
6/25/2024,126.0292282,126.4390343,119.2624943,121.1415855,414192600
6/26/2024,126.3390884,128.0582532,122.5409166,126.0692143,362975900
6/27/2024,123.9302521,126.3490918,122.860768,124.0401997,252571700
6/28/2024,123.4804611,127.6484496,122.6908409,124.5199608,315516700
7/1/2024,124.2400894,124.7798224,118.7727248,123.4104877,284885500
7/2/2024,122.6108704,123.3505192,120.9716615,121.0716117,218374000
7/3/2024,128.2181702,128.2181702,121.3015073,121.6013658,215749000
7/5/2024,125.7693634,128.7879123,125.6194342,127.3186119,214176700
7/8/2024,128.1381989,130.7069673,126.978762,127.428542,237677300
7/9/2024,131.3166962,133.7555228,128.5880007,130.2871937,285366600
7/10/2024,134.844986,135.0348968,132.3561805,133.9654052,248978600
7/11/2024,127.3385925,136.0843673,126.9887628,135.6845662,374782700
7/12/2024,129.1777191,131.8564202,127.1586884,128.1981804,252680500
7/15/2024,128.3781128,131.3266883,127.1187178,130.4970864,208326200
7/16/2024,126.2991028,128.9778039,124.5199619,128.3781022,214769500
7/17/2024,117.933136,121.7912764,116.6637514,121.2915173,390086200
7/18/2024,121.0316315,122.3410052,116.5038161,121.7912673,320979500
7/19/2024,117.8731689,121.5413985,117.3134413,120.2920009,217223800
7/22/2024,123.4804611,124.0102045,119.8022344,120.2919961,258068900
7/23/2024,122.5309219,124.6299161,122.0411602,122.7208328,173911000
7/24/2024,114.1949463,119.8921966,113.385339,119.1125737,327776900
7/25/2024,112.2258911,116.5737933,106.2487771,112.985527,460067000
7/26/2024,113.0055008,116.1439867,111.5262184,116.133997,293399100
7/29/2024,111.5362167,116.2239589,111.2463632,113.6352108,248152100
7/30/2024,103.6800003,111.9360131,102.4905715,111.4662384,486833300
7/31/2024,116.9635925,118.282956,110.8265526,112.8455833,473174200
8/1/2024,109.1573639,120.102091,106.7585191,117.4733537,523462300
8/2/2024,107.2182999,108.6676056,101.3211494,103.7099969,482027500
8/5/2024,100.4015884,103.3601687,90.64629744,92.01563233,552842400
8/6/2024,104.1997757,107.6581079,100.5015613,103.7899696,409012100
8/7/2024,98.86234283,108.7475766,98.64244762,107.7580482,411440400
8/8/2024,104.9194183,105.4491617,97.47300376,101.9508483,391910000
8/9/2024,104.6995163,106.5486232,103.3801528,105.5890868,290844200
8/12/2024,108.967453,111.016468,106.2087887,106.2687574,325559900
8/13/2024,116.0840225,116.1739831,111.5262228,112.3858089,312646700
8/14/2024,118.0231094,118.5428555,114.0150394,118.4728896,339246400
8/15/2024,122.8007889,123.180603,117.4133872,118.7027664,318086700
8/16/2024,124.5199585,124.9397542,121.1215957,121.8812315,302589900
8/19/2024,129.9373627,129.9373627,123.3605313,124.2201175,318333600
8/20/2024,127.1886826,129.8174201,125.8293373,128.3381223,300087400
8/21/2024,128.4380646,129.287661,126.5989551,127.258633,257883600
8/22/2024,123.6803589,130.6869824,123.040668,129.9573385,376189100
8/23/2024,129.3076477,129.5375478,125.1596538,125.7993448,323230300
8/26/2024,126.3990555,131.1967377,124.3100664,129.5075649,331964700
8/27/2024,128.2381744,129.1377346,123.8202987,124.9897406,303134600
8/28/2024,125.549469,128.2681594,122.580899,128.0582539,448101100
8/29/2024,117.5333252,124.3700327,116.653752,121.3015126,453023300
8/30/2024,119.3124695,121.6913196,117.1635042,119.4723884,333751600
9/3/2024,107.9479523,116.1539948,107.2382954,115.9540942,477155100
9/4/2024,106.1588211,113.2154168,104.0698318,105.3592112,372470300
9/5/2024,107.1583405,109.5971672,104.709524,104.9394089,306850700
9/6/2024,102.7804413,108.0978769,100.9013425,107.9879293,413638100
9/9/2024,106.4186859,106.4986492,103.640027,104.8294483,273912000
9/10/2024,108.0478973,109.3472738,104.899414,107.7580362,268283700
9/11/2024,116.8536606,117.1335244,107.3682287,109.3372805,441422400
9/12/2024,119.0927658,120.7421132,115.3342543,116.7936746,366052700
9/13/2024,119.0527725,119.9124321,117.5533673,119.0327838,238358300
9/16/2024,116.733696,118.1331424,114.3146573,116.7436942,248772300
9/17/2024,115.5441742,118.7529084,114.784481,118.1231533,231925900
9/18/2024,113.325058,117.6533356,113.1751159,115.8440556,310318900
9/19/2024,117.8232803,119.6125717,117.2035234,117.3034822,293506400
9/20/2024,115.9540176,118.5729818,115.3442588,117.013595,382462400
9/23/2024,116.213913,116.9436193,114.8144664,116.5037989,206228500
9/24/2024,120.8220825,121.7517141,115.3342536,116.473801,354966800
9/25/2024,123.4610367,124.8904701,121.5617884,121.9716219,284692900
9/26/2024,123.9908218,127.6193799,121.7517121,126.7497297,302582900
